"","X1","Tourney_Address","Tourney_Lat","Tourney_Lon","Tourney_Round","Tourney_Round_Year","Tourney_City","Tourney_State","Tourney_Stadium","Tourney_Postal_Code"
"183",86,"Worcester, Massachusetts, DCU Center",-71.7988353,42.2653391,"Opening rounds",2005,"Worcester","Massachusetts","DCU Center","MA"
"184",87,"Auburn Hills, Michigan, The Palace of Auburn Hills",-83.246905,42.6788264,"Opening rounds",1997,"Auburn Hills","Michigan","The Palace of Auburn Hills","MI"
"185",87,"Auburn Hills, Michigan, The Palace of Auburn Hills",-83.246905,42.6788264,"Opening rounds",2006,"Auburn Hills","Michigan","The Palace of Auburn Hills","MI"
"186",87,"Auburn Hills, Michigan, The Palace of Auburn Hills",-83.246905,42.6788264,"Opening rounds",2013,"Auburn Hills","Michigan","The Palace of Auburn Hills","MI"
"187",89,"Detroit, Michigan, Little Caesars Arena",-83.055043,42.3410304,"Opening rounds",2018,"Detroit","Michigan","Little Caesars Arena","MI"
"188",89,"Detroit, Michigan, Little Caesars Arena",-83.055043,42.3410304,"Opening rounds",2021,"Detroit","Michigan","Little Caesars Arena","MI"
"189",93,"Minneapolis, Minnesota, Hubert H. Humphrey Metrodome",-93.2650108,44.977753,"Opening rounds",1986,"Minneapolis","Minnesota","Hubert H. Humphrey Metrodome","MN"
"190",93,"Minneapolis, Minnesota, Hubert H. Humphrey Metrodome",-93.2650108,44.977753,"Opening rounds",1991,"Minneapolis","Minnesota","Hubert H. Humphrey Metrodome","MN"
"191",93,"Minneapolis, Minnesota, Hubert H. Humphrey Metrodome",-93.2650108,44.977753,"Opening rounds",2000,"Minneapolis","Minnesota","Hubert H. Humphrey Metrodome","MN"
"192",93,"Minneapolis, Minnesota, Hubert H. Humphrey Metrodome",-93.2650108,44.977753,"Opening rounds",2009,"Minneapolis","Minnesota","Hubert H. Humphrey Metrodome","MN"
"193",96,"Kansas City, Missouri, Municipal Auditorium",-94.586341,39.09787,"Opening rounds",1952,"Kansas City","Missouri","Municipal Auditorium","MO"
"194",96,"Kansas City, Missouri, Municipal Auditorium",-94.586341,39.09787,"Opening rounds",1953,"Kansas City","Missouri","Municipal Auditorium","MO"
"195",97,"Kansas City, Missouri, Kemper Arena",-94.6059563,39.0917718,"Opening rounds",1997,"Kansas City","Missouri","Kemper Arena","MO"
"196",97,"Kansas City, Missouri, Kemper Arena",-94.6059563,39.0917718,"Opening rounds",2001,"Kansas City","Missouri","Kemper Arena","MO"
"197",97,"Kansas City, Missouri, Kemper Arena",-94.6059563,39.0917718,"Opening rounds",2004,"Kansas City","Missouri","Kemper Arena","MO"
"198",98,"Kansas City, Missouri, Sprint Center",-94.5799392,39.0972997,"Opening rounds",2009,"Kansas City","Missouri","Sprint Center","MO"
"199",98,"Kansas City, Missouri, Sprint Center",-94.5799392,39.0972997,"Opening rounds",2013,"Kansas City","Missouri","Sprint Center","MO"
"200",100,"St. Louis, Missouri, Scottrade Center",-90.2026783,38.6268402,"Opening rounds",2014,"St. Louis","Missouri","Scottrade Center","MO"
"201",100,"St. Louis, Missouri, Scottrade Center",-90.2026783,38.6268402,"Opening rounds",2016,"St. Louis","Missouri","Scottrade Center","MO"
"202",100,"St. Louis, Missouri, Scottrade Center",-90.2026783,38.6268402,"Opening rounds",2020,"St. Louis","Missouri","Scottrade Center","MO"
"203",101,"St. Louis, Missouri, The Dome at America's Center",-90.1885068,38.6328232,"Opening rounds",2002,"St. Louis","Missouri","The Dome at America's Center","MO"
"204",102,"Lincoln, Nebraska, Bob Devaney Sports Center",-96.6976224,40.8302717,"Opening rounds",1980,"Lincoln","Nebraska","Bob Devaney Sports Center","NE"
"205",102,"Lincoln, Nebraska, Bob Devaney Sports Center",-96.6976224,40.8302717,"Opening rounds",1984,"Lincoln","Nebraska","Bob Devaney Sports Center","NE"
"206",102,"Lincoln, Nebraska, Bob Devaney Sports Center",-96.6976224,40.8302717,"Opening rounds",1988,"Lincoln","Nebraska","Bob Devaney Sports Center","NE"
"207",103,"Omaha, Nebraska, Omaha Civic Auditorium",-95.9403795,41.2570371,"Opening rounds",1977,"Omaha","Nebraska","Omaha Civic Auditorium","NE"
"208",104,"Omaha, Nebraska, CenturyLink Center Omaha",-95.9282394,41.2624236,"Opening rounds",2008,"Omaha","Nebraska","CenturyLink Center Omaha","NE"
"209",104,"Omaha, Nebraska, CenturyLink Center Omaha",-95.9282394,41.2624236,"Opening rounds",2012,"Omaha","Nebraska","CenturyLink Center Omaha","NE"
"210",104,"Omaha, Nebraska, CenturyLink Center Omaha",-95.9282394,41.2624236,"Opening rounds",2015,"Omaha","Nebraska","CenturyLink Center Omaha","NE"
"211",104,"Omaha, Nebraska, CenturyLink Center Omaha",-95.9282394,41.2624236,"Opening rounds",2020,"Omaha","Nebraska","CenturyLink Center Omaha","NE"
"212",105,"East Rutherford, New Jersey, Izod Center",-74.0677451,40.8116428,"Opening rounds",1984,"East Rutherford","New Jersey","Izod Center","NJ"
"213",107,"Princeton, New Jersey, Jadwin Gymnasium",-74.6486685,40.3434557,"Opening rounds",1970,"Princeton","New Jersey","Jadwin Gymnasium","NJ"
"214",107,"Princeton, New Jersey, Jadwin Gymnasium",-74.6486685,40.3434557,"Opening rounds",1972,"Princeton","New Jersey","Jadwin Gymnasium","NJ"
"215",108,"Albuquerque, New Mexico, The Pit",-106.6322619,35.0670344,"Opening rounds",1985,"Albuquerque","New Mexico","The Pit","NM"
"216",108,"Albuquerque, New Mexico, The Pit",-106.6322619,35.0670344,"Opening rounds",1996,"Albuquerque","New Mexico","The Pit","NM"
"217",108,"Albuquerque, New Mexico, The Pit",-106.6322619,35.0670344,"Opening rounds",2002,"Albuquerque","New Mexico","The Pit","NM"
"218",108,"Albuquerque, New Mexico, The Pit",-106.6322619,35.0670344,"Opening rounds",2012,"Albuquerque","New Mexico","The Pit","NM"
"219",109,"Las Cruces, New Mexico, Las Cruces High School Gymnasium",-106.7657067,32.2916247,"Opening rounds",1959,"Las Cruces","New Mexico","Las Cruces High School Gymnasium","NM"
"220",110,"Las Cruces, New Mexico, Pan American Center",-106.7421707,32.2836754,"Opening rounds",1969,"Las Cruces","New Mexico","Pan American Center","NM"
"221",110,"Las Cruces, New Mexico, Pan American Center",-106.7421707,32.2836754,"Opening rounds",1972,"Las Cruces","New Mexico","Pan American Center","NM"
"222",111,"Albany, New York, Times Union Center",-73.7549371,42.6485901,"Opening rounds",1995,"Albany","New York","Times Union Center","NY"
"223",111,"Albany, New York, Times Union Center",-73.7549371,42.6485901,"Opening rounds",2020,"Albany","New York","Times Union Center","NY"
"224",112,"Buffalo, New York, Buffalo Memorial Auditorium",-78.8026913,42.8221108,"Opening rounds",1954,"Buffalo","New York","Buffalo Memorial Auditorium","NY"
"225",113,"Buffalo, New York, KeyBank Center",-78.8765291,42.8751024,"Opening rounds",2000,"Buffalo","New York","KeyBank Center","NY"
"226",113,"Buffalo, New York, KeyBank Center",-78.8765291,42.8751024,"Opening rounds",2004,"Buffalo","New York","KeyBank Center","NY"
"227",113,"Buffalo, New York, KeyBank Center",-78.8765291,42.8751024,"Opening rounds",2007,"Buffalo","New York","KeyBank Center","NY"
"228",113,"Buffalo, New York, KeyBank Center",-78.8765291,42.8751024,"Opening rounds",2010,"Buffalo","New York","KeyBank Center","NY"
"229",113,"Buffalo, New York, KeyBank Center",-78.8765291,42.8751024,"Opening rounds",2014,"Buffalo","New York","KeyBank Center","NY"
"230",113,"Buffalo, New York, KeyBank Center",-78.8765291,42.8751024,"Opening rounds",2017,"Buffalo","New York","KeyBank Center","NY"
"231",113,"Buffalo, New York, KeyBank Center",-78.8765291,42.8751024,"Opening rounds",2022,"Buffalo","New York","KeyBank Center","NY"
"232",114,"New York City (Jamaica), New York, Carnesecca Arena",-73.7945776,40.7241294,"Opening rounds",1970,"New York City (Jamaica)","New York","Carnesecca Arena","NY"
"233",114,"New York City (Jamaica), New York, Carnesecca Arena",-73.7945776,40.7241294,"Opening rounds",1971,"New York City (Jamaica)","New York","Carnesecca Arena","NY"
"234",114,"New York City (Jamaica), New York, Carnesecca Arena",-73.7945776,40.7241294,"Opening rounds",1972,"New York City (Jamaica)","New York","Carnesecca Arena","NY"
"235",114,"New York City (Jamaica), New York, Carnesecca Arena",-73.7945776,40.7241294,"Opening rounds",1973,"New York City (Jamaica)","New York","Carnesecca Arena","NY"
"236",114,"New York City (Jamaica), New York, Carnesecca Arena",-73.7945776,40.7241294,"Opening rounds",1974,"New York City (Jamaica)","New York","Carnesecca Arena","NY"
"237",115,"New York City (Manhattan), New York, Madison Square Garden (1925)",-73.9934387,40.7505045,"Opening rounds",1952,"New York City (Manhattan)","New York","Madison Square Garden (1925)","NY"
"238",115,"New York City (Manhattan), New York, Madison Square Garden (1925)",-73.9934387,40.7505045,"Opening rounds",1955,"New York City (Manhattan)","New York","Madison Square Garden (1925)","NY"
"239",115,"New York City (Manhattan), New York, Madison Square Garden (1925)",-73.9934387,40.7505045,"Opening rounds",1956,"New York City (Manhattan)","New York","Madison Square Garden (1925)","NY"
"240",115,"New York City (Manhattan), New York, Madison Square Garden (1925)",-73.9934387,40.7505045,"Opening rounds",1957,"New York City (Manhattan)","New York","Madison Square Garden (1925)","NY"
"241",115,"New York City (Manhattan), New York, Madison Square Garden (1925)",-73.9934387,40.7505045,"Opening rounds",1958,"New York City (Manhattan)","New York","Madison Square Garden (1925)","NY"
"242",115,"New York City (Manhattan), New York, Madison Square Garden (1925)",-73.9934387,40.7505045,"Opening rounds",1959,"New York City (Manhattan)","New York","Madison Square Garden (1925)","NY"
"243",115,"New York City (Manhattan), New York, Madison Square Garden (1925)",-73.9934387,40.7505045,"Opening rounds",1960,"New York City (Manhattan)","New York","Madison Square Garden (1925)","NY"
"244",115,"New York City (Manhattan), New York, Madison Square Garden (1925)",-73.9934387,40.7505045,"Opening rounds",1961,"New York City (Manhattan)","New York","Madison Square Garden (1925)","NY"
"245",117,"New York City (Brooklyn), New York, Barclays Center",-73.9754132,40.6826499,"Opening rounds",2016,"New York City (Brooklyn)","New York","Barclays Center","NY"
"246",118,"Syracuse, New York, Carrier Dome",-76.1363161,43.0362269,"Opening rounds",1986,"Syracuse","New York","Carrier Dome","NY"
"247",118,"Syracuse, New York, Carrier Dome",-76.1363161,43.0362269,"Opening rounds",1987,"Syracuse","New York","Carrier Dome","NY"
"248",118,"Syracuse, New York, Carrier Dome",-76.1363161,43.0362269,"Opening rounds",1991,"Syracuse","New York","Carrier Dome","NY"
"249",118,"Syracuse, New York, Carrier Dome",-76.1363161,43.0362269,"Opening rounds",1993,"Syracuse","New York","Carrier Dome","NY"
"250",119,"Uniondale, New York, Nassau Coliseum",-73.5905741,40.7228732,"Opening rounds",1982,"Uniondale","New York","Nassau Coliseum","NY"
"251",119,"Uniondale, New York, Nassau Coliseum",-73.5905741,40.7228732,"Opening rounds",1994,"Uniondale","New York","Nassau Coliseum","NY"
"252",119,"Uniondale, New York, Nassau Coliseum",-73.5905741,40.7228732,"Opening rounds",2001,"Uniondale","New York","Nassau Coliseum","NY"
"253",120,"Chapel Hill, North Carolina, Dean Smith Center",-79.0438731,35.8994844,"Opening rounds",1988,"Chapel Hill","North Carolina","Dean Smith Center","NC"
"254",121,"Charlotte, North Carolina, Bojangles' Coliseum",-80.7952196,35.2050394,"Opening rounds",1975,"Charlotte","North Carolina","Bojangles' Coliseum","NC"
"255",121,"Charlotte, North Carolina, Bojangles' Coliseum",-80.7952196,35.2050394,"Opening rounds",1978,"Charlotte","North Carolina","Bojangles' Coliseum","NC"
"256",121,"Charlotte, North Carolina, Bojangles' Coliseum",-80.7952196,35.2050394,"Opening rounds",1981,"Charlotte","North Carolina","Bojangles' Coliseum","NC"
"257",121,"Charlotte, North Carolina, Bojangles' Coliseum",-80.7952196,35.2050394,"Opening rounds",1982,"Charlotte","North Carolina","Bojangles' Coliseum","NC"
"258",121,"Charlotte, North Carolina, Bojangles' Coliseum",-80.7952196,35.2050394,"Opening rounds",1984,"Charlotte","North Carolina","Bojangles' Coliseum","NC"
"259",121,"Charlotte, North Carolina, Bojangles' Coliseum",-80.7952196,35.2050394,"Opening rounds",1986,"Charlotte","North Carolina","Bojangles' Coliseum","NC"
"260",121,"Charlotte, North Carolina, Bojangles' Coliseum",-80.7952196,35.2050394,"Opening rounds",1987,"Charlotte","North Carolina","Bojangles' Coliseum","NC"
"261",122,"Charlotte, North Carolina, Charlotte Coliseum",-80.7952196,35.2050394,"Opening rounds",1997,"Charlotte","North Carolina","Charlotte Coliseum","NC"
"262",122,"Charlotte, North Carolina, Charlotte Coliseum",-80.7952196,35.2050394,"Opening rounds",1999,"Charlotte","North Carolina","Charlotte Coliseum","NC"
"263",122,"Charlotte, North Carolina, Charlotte Coliseum",-80.7952196,35.2050394,"Opening rounds",2005,"Charlotte","North Carolina","Charlotte Coliseum","NC"
"264",123,"Charlotte, North Carolina, Spectrum Center",-80.8392351,35.2251426,"Opening rounds",2011,"Charlotte","North Carolina","Spectrum Center","NC"
"265",123,"Charlotte, North Carolina, Spectrum Center",-80.8392351,35.2251426,"Opening rounds",2015,"Charlotte","North Carolina","Spectrum Center","NC"
"266",123,"Charlotte, North Carolina, Spectrum Center",-80.8392351,35.2251426,"Opening rounds",2018,"Charlotte","North Carolina","Spectrum Center","NC"
"267",124,"Durham, North Carolina, Cameron Indoor Stadium",-78.9424182,35.997174,"Opening rounds",1954,"Durham","North Carolina","Cameron Indoor Stadium","NC"
"268",125,"Greensboro, North Carolina, Greensboro Coliseum",-79.826131,36.058682,"Opening rounds",1980,"Greensboro","North Carolina","Greensboro Coliseum","NC"
"269",125,"Greensboro, North Carolina, Greensboro Coliseum",-79.826131,36.058682,"Opening rounds",1983,"Greensboro","North Carolina","Greensboro Coliseum","NC"
"270",125,"Greensboro, North Carolina, Greensboro Coliseum",-79.826131,36.058682,"Opening rounds",1986,"Greensboro","North Carolina","Greensboro Coliseum","NC"
"271",125,"Greensboro, North Carolina, Greensboro Coliseum",-79.826131,36.058682,"Opening rounds",1989,"Greensboro","North Carolina","Greensboro Coliseum","NC"
"272",125,"Greensboro, North Carolina, Greensboro Coliseum",-79.826131,36.058682,"Opening rounds",1992,"Greensboro","North Carolina","Greensboro Coliseum","NC"
"273",125,"Greensboro, North Carolina, Greensboro Coliseum",-79.826131,36.058682,"Opening rounds",2001,"Greensboro","North Carolina","Greensboro Coliseum","NC"
"274",125,"Greensboro, North Carolina, Greensboro Coliseum",-79.826131,36.058682,"Opening rounds",2006,"Greensboro","North Carolina","Greensboro Coliseum","NC"
"275",125,"Greensboro, North Carolina, Greensboro Coliseum",-79.826131,36.058682,"Opening rounds",2009,"Greensboro","North Carolina","Greensboro Coliseum","NC"
"276",125,"Greensboro, North Carolina, Greensboro Coliseum",-79.826131,36.058682,"Opening rounds",2012,"Greensboro","North Carolina","Greensboro Coliseum","NC"
"277",125,"Greensboro, North Carolina, Greensboro Coliseum",-79.826131,36.058682,"Opening rounds",2020,"Greensboro","North Carolina","Greensboro Coliseum","NC"
"278",126,"Raleigh, North Carolina, Reynolds Coliseum",-78.669835,35.783648,"Opening rounds",1951,"Raleigh","North Carolina","Reynolds Coliseum","NC"
"279",126,"Raleigh, North Carolina, Reynolds Coliseum",-78.669835,35.783648,"Opening rounds",1952,"Raleigh","North Carolina","Reynolds Coliseum","NC"
"280",126,"Raleigh, North Carolina, Reynolds Coliseum",-78.669835,35.783648,"Opening rounds",1969,"Raleigh","North Carolina","Reynolds Coliseum","NC"
"281",126,"Raleigh, North Carolina, Reynolds Coliseum",-78.669835,35.783648,"Opening rounds",1977,"Raleigh","North Carolina","Reynolds Coliseum","NC"
"282",126,"Raleigh, North Carolina, Reynolds Coliseum",-78.669835,35.783648,"Opening rounds",1979,"Raleigh","North Carolina","Reynolds Coliseum","NC"
"283",127,"Raleigh, North Carolina, PNC Arena",-78.7217946,35.8033394,"Opening rounds",2004,"Raleigh","North Carolina","PNC Arena","NC"
"284",127,"Raleigh, North Carolina, PNC Arena",-78.7217946,35.8033394,"Opening rounds",2008,"Raleigh","North Carolina","PNC Arena","NC"
"285",127,"Raleigh, North Carolina, PNC Arena",-78.7217946,35.8033394,"Opening rounds",2014,"Raleigh","North Carolina","PNC Arena","NC"
"286",127,"Raleigh, North Carolina, PNC Arena",-78.7217946,35.8033394,"Opening rounds",2016,"Raleigh","North Carolina","PNC Arena","NC"
"287",127,"Raleigh, North Carolina, PNC Arena",-78.7217946,35.8033394,"Opening rounds",2021,"Raleigh","North Carolina","PNC Arena","NC"
"288",128,"Winston-Salem, North Carolina, Lawrence Joel Veterans Memorial Coliseum",-80.2574934,36.1277077,"Opening rounds",1993,"Winston-Salem","North Carolina","Lawrence Joel Veterans Memorial Coliseum","NC"
"289",128,"Winston-Salem, North Carolina, Lawrence Joel Veterans Memorial Coliseum",-80.2574934,36.1277077,"Opening rounds",1997,"Winston-Salem","North Carolina","Lawrence Joel Veterans Memorial Coliseum","NC"
"290",128,"Winston-Salem, North Carolina, Lawrence Joel Veterans Memorial Coliseum",-80.2574934,36.1277077,"Opening rounds",2000,"Winston-Salem","North Carolina","Lawrence Joel Veterans Memorial Coliseum","NC"
"291",128,"Winston-Salem, North Carolina, Lawrence Joel Veterans Memorial Coliseum",-80.2574934,36.1277077,"Opening rounds",2007,"Winston-Salem","North Carolina","Lawrence Joel Veterans Memorial Coliseum","NC"
"292",129,"Cincinnati, Ohio, U.S. Bank Arena",-84.5044787,39.0979906,"Opening rounds",1988,"Cincinnati","Ohio","U.S. Bank Arena","OH"
"293",129,"Cincinnati, Ohio, U.S. Bank Arena",-84.5044787,39.0979906,"Opening rounds",1992,"Cincinnati","Ohio","U.S. Bank Arena","OH"
"294",129,"Cincinnati, Ohio, U.S. Bank Arena",-84.5044787,39.0979906,"Opening rounds",2022,"Cincinnati","Ohio","U.S. Bank Arena","OH"
"295",130,"Cleveland, Ohio, Wolstein Center",-81.676497,41.499205,"Opening rounds",2000,"Cleveland","Ohio","Wolstein Center","OH"
"296",130,"Cleveland, Ohio, Wolstein Center",-81.676497,41.499205,"Opening rounds",2005,"Cleveland","Ohio","Wolstein Center","OH"
"297",131,"Cleveland, Ohio, Quicken Loans Arena",-81.6882129,41.4964797,"Opening rounds",2011,"Cleveland","Ohio","Quicken Loans Arena","OH"
"298",131,"Cleveland, Ohio, Quicken Loans Arena",-81.6882129,41.4964797,"Opening rounds",2020,"Cleveland","Ohio","Quicken Loans Arena","OH"
"299",132,"Columbus, Ohio, St. John Arena",-83.0191323,40.0053351,"Opening rounds",1957,"Columbus","Ohio","St. John Arena","OH"
"300",133,"Columbus, Ohio, Nationwide Arena",-83.0060593,39.9692127,"Opening rounds",2004,"Columbus","Ohio","Nationwide Arena","OH"
"301",133,"Columbus, Ohio, Nationwide Arena",-83.0060593,39.9692127,"Opening rounds",2007,"Columbus","Ohio","Nationwide Arena","OH"
"302",133,"Columbus, Ohio, Nationwide Arena",-83.0060593,39.9692127,"Opening rounds",2012,"Columbus","Ohio","Nationwide Arena","OH"
"303",133,"Columbus, Ohio, Nationwide Arena",-83.0060593,39.9692127,"Opening rounds",2015,"Columbus","Ohio","Nationwide Arena","OH"
"304",133,"Columbus, Ohio, Nationwide Arena",-83.0060593,39.9692127,"Opening rounds",2019,"Columbus","Ohio","Nationwide Arena","OH"
"305",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",1970,"Dayton","Ohio","University of Dayton Arena","OH"
"306",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",1973,"Dayton","Ohio","University of Dayton Arena","OH"
"307",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",1976,"Dayton","Ohio","University of Dayton Arena","OH"
"308",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",1981,"Dayton","Ohio","University of Dayton Arena","OH"
"309",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",1985,"Dayton","Ohio","University of Dayton Arena","OH"
"310",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",1986,"Dayton","Ohio","University of Dayton Arena","OH"
"311",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",1991,"Dayton","Ohio","University of Dayton Arena","OH"
"312",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",1992,"Dayton","Ohio","University of Dayton Arena","OH"
"313",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",1995,"Dayton","Ohio","University of Dayton Arena","OH"
"314",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",2001,"Dayton","Ohio","University of Dayton Arena","OH"
"315",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",2006,"Dayton","Ohio","University of Dayton Arena","OH"
"316",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",2009,"Dayton","Ohio","University of Dayton Arena","OH"
"317",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",2013,"Dayton","Ohio","University of Dayton Arena","OH"
"318",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",1983,"Dayton","Ohio","University of Dayton Arena","OH"
"319",134,"Dayton, Ohio, University of Dayton Arena",-84.1997159,39.7356112,"Opening rounds",1984,"Dayton","Ohio","University of Dayton Arena","OH"
"320",135,"Kent, Ohio, MAC Center",-81.3439854,41.1482226,"Opening rounds",1966,"Kent","Ohio","MAC Center","OH"
"321",135,"Kent, Ohio, MAC Center",-81.3439854,41.1482226,"Opening rounds",1968,"Kent","Ohio","MAC Center","OH"
"322",136,"El Reno, Oklahoma, Thunderbird Coliseum",-97.9550493,35.5322741,"Opening rounds",1955,"El Reno","Oklahoma","Thunderbird Coliseum","OK"
"323",137,"Norman, Oklahoma, Lloyd Noble Center",-97.443696,35.1874,"Opening rounds",1977,"Norman","Oklahoma","Lloyd Noble Center","OK"
"324",138,"Oklahoma City, Oklahoma, Capitol Hill High School Arena",-97.5246531,35.427616,"Opening rounds",1957,"Oklahoma City","Oklahoma","Capitol Hill High School Arena","OK"
"325",139,"Oklahoma City, Oklahoma, The Myriad",-97.5179073,35.4653311,"Opening rounds",1994,"Oklahoma City","Oklahoma","The Myriad","OK"
"326",139,"Oklahoma City, Oklahoma, The Myriad",-97.5179073,35.4653311,"Opening rounds",1998,"Oklahoma City","Oklahoma","The Myriad","OK"
"327",140,"Oklahoma City, Oklahoma, Chesapeake Energy Arena",-97.5151176,35.4634175,"Opening rounds",2003,"Oklahoma City","Oklahoma","Chesapeake Energy Arena","OK"
"328",140,"Oklahoma City, Oklahoma, Chesapeake Energy Arena",-97.5151176,35.4634175,"Opening rounds",2005,"Oklahoma City","Oklahoma","Chesapeake Energy Arena","OK"
"329",140,"Oklahoma City, Oklahoma, Chesapeake Energy Arena",-97.5151176,35.4634175,"Opening rounds",2010,"Oklahoma City","Oklahoma","Chesapeake Energy Arena","OK"
"330",140,"Oklahoma City, Oklahoma, Chesapeake Energy Arena",-97.5151176,35.4634175,"Opening rounds",2016,"Oklahoma City","Oklahoma","Chesapeake Energy Arena","OK"
"331",141,"Stillwater, Oklahoma, Gallagher Hall",-97.0650012,36.1257301,"Opening rounds",1958,"Stillwater","Oklahoma","Gallagher Hall","OK"
"332",142,"Tulsa, Oklahoma, Mabee Center",-95.9557684,36.0480386,"Opening rounds",1975,"Tulsa","Oklahoma","Mabee Center","OK"
"333",142,"Tulsa, Oklahoma, Mabee Center",-95.9557684,36.0480386,"Opening rounds",1978,"Tulsa","Oklahoma","Mabee Center","OK"
"334",142,"Tulsa, Oklahoma, Mabee Center",-95.9557684,36.0480386,"Opening rounds",1982,"Tulsa","Oklahoma","Mabee Center","OK"
"335",142,"Tulsa, Oklahoma, Mabee Center",-95.9557684,36.0480386,"Opening rounds",1985,"Tulsa","Oklahoma","Mabee Center","OK"
"336",143,"Tulsa, Oklahoma, BOK Center",-95.996416,36.152766,"Opening rounds",2011,"Tulsa","Oklahoma","BOK Center","OK"
"337",143,"Tulsa, Oklahoma, BOK Center",-95.996416,36.152766,"Opening rounds",2017,"Tulsa","Oklahoma","BOK Center","OK"
"338",143,"Tulsa, Oklahoma, BOK Center",-95.996416,36.152766,"Opening rounds",2019,"Tulsa","Oklahoma","BOK Center","OK"
"339",144,"Corvallis, Oregon, Gill Coliseum",-123.28071,44.5612886,"Opening rounds",1952,"Corvallis","Oregon","Gill Coliseum","OR"
"340",144,"Corvallis, Oregon, Gill Coliseum",-123.28071,44.5612886,"Opening rounds",1960,"Corvallis","Oregon","Gill Coliseum","OR"
"341",144,"Corvallis, Oregon, Gill Coliseum",-123.28071,44.5612886,"Opening rounds",1962,"Corvallis","Oregon","Gill Coliseum","OR"
"342",144,"Corvallis, Oregon, Gill Coliseum",-123.28071,44.5612886,"Opening rounds",1964,"Corvallis","Oregon","Gill Coliseum","OR"
"343",144,"Corvallis, Oregon, Gill Coliseum",-123.28071,44.5612886,"Opening rounds",1983,"Corvallis","Oregon","Gill Coliseum","OR"
"344",145,"Eugene, Oregon, McArthur Court",-123.0741221,44.0417254,"Opening rounds",1963,"Eugene","Oregon","McArthur Court","OR"
"345",145,"Eugene, Oregon, McArthur Court",-123.0741221,44.0417254,"Opening rounds",1964,"Eugene","Oregon","McArthur Court","OR"
"346",145,"Eugene, Oregon, McArthur Court",-123.0741221,44.0417254,"Opening rounds",1978,"Eugene","Oregon","McArthur Court","OR"
"347",146,"Portland, Oregon, Portland Metropolitan Exposition Center",-122.6898139,45.6068899,"Opening rounds",1959,"Portland","Oregon","Portland Metropolitan Exposition Center","OR"
"348",147,"Portland, Oregon, Memorial Coliseum",-122.6693299,45.532141,"Opening rounds",1961,"Portland","Oregon","Memorial Coliseum","OR"
"349",147,"Portland, Oregon, Memorial Coliseum",-122.6693299,45.532141,"Opening rounds",1975,"Portland","Oregon","Memorial Coliseum","OR"
"350",148,"Portland, Oregon, Moda Center",-122.6668423,45.5315651,"Opening rounds",2009,"Portland","Oregon","Moda Center","OR"
"351",148,"Portland, Oregon, Moda Center",-122.6668423,45.5315651,"Opening rounds",2012,"Portland","Oregon","Moda Center","OR"
"352",148,"Portland, Oregon, Moda Center",-122.6668423,45.5315651,"Opening rounds",2015,"Portland","Oregon","Moda Center","OR"
"353",148,"Portland, Oregon, Moda Center",-122.6668423,45.5315651,"Opening rounds",2022,"Portland","Oregon","Moda Center","OR"
"354",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1953,"Philadelphia","Pennsylvania","The Palestra","PA"
"355",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1962,"Philadelphia","Pennsylvania","The Palestra","PA"
"356",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1963,"Philadelphia","Pennsylvania","The Palestra","PA"
"357",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1964,"Philadelphia","Pennsylvania","The Palestra","PA"
"358",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1965,"Philadelphia","Pennsylvania","The Palestra","PA"
"359",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1970,"Philadelphia","Pennsylvania","The Palestra","PA"
"360",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1971,"Philadelphia","Pennsylvania","The Palestra","PA"
