"","X1","Tourney_Address","Tourney_Lat","Tourney_Lon","Tourney_Round","Tourney_Round_Year","Tourney_City","Tourney_State","Tourney_Stadium","Tourney_Postal_Code"
"361",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1973,"Philadelphia","Pennsylvania","The Palestra","PA"
"362",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1974,"Philadelphia","Pennsylvania","The Palestra","PA"
"363",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1975,"Philadelphia","Pennsylvania","The Palestra","PA"
"364",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1977,"Philadelphia","Pennsylvania","The Palestra","PA"
"365",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1978,"Philadelphia","Pennsylvania","The Palestra","PA"
"366",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1983,"Philadelphia","Pennsylvania","The Palestra","PA"
"367",149,"Philadelphia, Pennsylvania, The Palestra",-75.1887032,39.9513911,"Opening rounds",1984,"Philadelphia","Pennsylvania","The Palestra","PA"
"368",151,"Philadelphia, Pennsylvania, Wells Fargo Center",-75.1719795,39.9012015,"Opening rounds",2006,"Philadelphia","Pennsylvania","Wells Fargo Center","PA"
"369",151,"Philadelphia, Pennsylvania, Wells Fargo Center",-75.1719795,39.9012015,"Opening rounds",2009,"Philadelphia","Pennsylvania","Wells Fargo Center","PA"
"370",151,"Philadelphia, Pennsylvania, Wells Fargo Center",-75.1719795,39.9012015,"Opening rounds",2013,"Philadelphia","Pennsylvania","Wells Fargo Center","PA"
"371",152,"Pittsburgh, Pennsylvania, Civic Arena",-79.9166302,40.4571462,"Opening rounds",1997,"Pittsburgh","Pennsylvania","Civic Arena","PA"
"372",152,"Pittsburgh, Pennsylvania, Civic Arena",-79.9166302,40.4571462,"Opening rounds",2002,"Pittsburgh","Pennsylvania","Civic Arena","PA"
"373",153,"Pittsburgh, Pennsylvania, PPG Paints Arena",-79.9893378,40.4395932,"Opening rounds",2012,"Pittsburgh","Pennsylvania","PPG Paints Arena","PA"
"374",153,"Pittsburgh, Pennsylvania, PPG Paints Arena",-79.9893378,40.4395932,"Opening rounds",2015,"Pittsburgh","Pennsylvania","PPG Paints Arena","PA"
"375",153,"Pittsburgh, Pennsylvania, PPG Paints Arena",-79.9893378,40.4395932,"Opening rounds",2018,"Pittsburgh","Pennsylvania","PPG Paints Arena","PA"
"376",153,"Pittsburgh, Pennsylvania, PPG Paints Arena",-79.9893378,40.4395932,"Opening rounds",2022,"Pittsburgh","Pennsylvania","PPG Paints Arena","PA"
"377",154,"Kingston, Rhode Island, Keaney Gymnasium",-71.5361989,41.486045,"Opening rounds",1967,"Kingston","Rhode Island","Keaney Gymnasium","RI"
"378",154,"Kingston, Rhode Island, Keaney Gymnasium",-71.5361989,41.486045,"Opening rounds",1968,"Kingston","Rhode Island","Keaney Gymnasium","RI"
"379",154,"Kingston, Rhode Island, Keaney Gymnasium",-71.5361989,41.486045,"Opening rounds",1969,"Kingston","Rhode Island","Keaney Gymnasium","RI"
"380",155,"Providence, Rhode Island, Dunkin' Donuts Center",-71.4179556,41.8236281,"Opening rounds",1975,"Providence","Rhode Island","Dunkin' Donuts Center","RI"
"381",155,"Providence, Rhode Island, Dunkin' Donuts Center",-71.4179556,41.8236281,"Opening rounds",1978,"Providence","Rhode Island","Dunkin' Donuts Center","RI"
"382",155,"Providence, Rhode Island, Dunkin' Donuts Center",-71.4179556,41.8236281,"Opening rounds",1980,"Providence","Rhode Island","Dunkin' Donuts Center","RI"
"383",155,"Providence, Rhode Island, Dunkin' Donuts Center",-71.4179556,41.8236281,"Opening rounds",1981,"Providence","Rhode Island","Dunkin' Donuts Center","RI"
"384",155,"Providence, Rhode Island, Dunkin' Donuts Center",-71.4179556,41.8236281,"Opening rounds",1989,"Providence","Rhode Island","Dunkin' Donuts Center","RI"
"385",155,"Providence, Rhode Island, Dunkin' Donuts Center",-71.4179556,41.8236281,"Opening rounds",1996,"Providence","Rhode Island","Dunkin' Donuts Center","RI"
"386",155,"Providence, Rhode Island, Dunkin' Donuts Center",-71.4179556,41.8236281,"Opening rounds",2010,"Providence","Rhode Island","Dunkin' Donuts Center","RI"
"387",155,"Providence, Rhode Island, Dunkin' Donuts Center",-71.4179556,41.8236281,"Opening rounds",2016,"Providence","Rhode Island","Dunkin' Donuts Center","RI"
"388",155,"Providence, Rhode Island, Dunkin' Donuts Center",-71.4179556,41.8236281,"Opening rounds",2021,"Providence","Rhode Island","Dunkin' Donuts Center","RI"
"389",157,"Columbia, South Carolina, Colonial Life Arena",-81.0373112,33.9947688,"Opening rounds",2019,"Columbia","South Carolina","Colonial Life Arena","SC"
"390",158,"Greenville, South Carolina, Bon Secours Wellness Arena",-82.3915301,34.8526055,"Opening rounds",2002,"Greenville","South Carolina","Bon Secours Wellness Arena","SC"
"391",158,"Greenville, South Carolina, Bon Secours Wellness Arena",-82.3915301,34.8526055,"Opening rounds",2017,"Greenville","South Carolina","Bon Secours Wellness Arena","SC"
"392",158,"Greenville, South Carolina, Bon Secours Wellness Arena",-82.3915301,34.8526055,"Opening rounds",2022,"Greenville","South Carolina","Bon Secours Wellness Arena","SC"
"393",159,"Knoxville, Tennessee, Stokely Athletic Center",-83.9250359,35.9511794,"Opening rounds",1972,"Knoxville","Tennessee","Stokely Athletic Center","TN"
"394",159,"Knoxville, Tennessee, Stokely Athletic Center",-83.9250359,35.9511794,"Opening rounds",1978,"Knoxville","Tennessee","Stokely Athletic Center","TN"
"395",160,"Knoxville, Tennessee, Thompson–Boling Arena",-83.9250359,35.9511794,"Opening rounds",1990,"Knoxville","Tennessee","Thompson–Boling Arena","TN"
"396",161,"Memphis, Tennessee, Mid-South Coliseum",-89.9804125,35.118321,"Opening rounds",1984,"Memphis","Tennessee","Mid-South Coliseum","TN"
"397",162,"Memphis, Tennessee, Pyramid",-90.0517623,35.1562576,"Opening rounds",1995,"Memphis","Tennessee","Pyramid","TN"
"398",162,"Memphis, Tennessee, Pyramid",-90.0517623,35.1562576,"Opening rounds",1997,"Memphis","Tennessee","Pyramid","TN"
"399",162,"Memphis, Tennessee, Pyramid",-90.0517623,35.1562576,"Opening rounds",2001,"Memphis","Tennessee","Pyramid","TN"
"400",164,"Murfreesboro, Tennessee, Murphy Center",-86.3694547,35.8523923,"Opening rounds",1979,"Murfreesboro","Tennessee","Murphy Center","TN"
"401",165,"Nashville, Tennessee, Memorial Gym",-86.807313,36.1445375,"Opening rounds",1982,"Nashville","Tennessee","Memorial Gym","TN"
"402",165,"Nashville, Tennessee, Memorial Gym",-86.807313,36.1445375,"Opening rounds",1989,"Nashville","Tennessee","Memorial Gym","TN"
"403",165,"Nashville, Tennessee, Memorial Gym",-86.807313,36.1445375,"Opening rounds",1993,"Nashville","Tennessee","Memorial Gym","TN"
"404",166,"Nashville, Tennessee, Bridgestone Arena",-86.7784959,36.1591736,"Opening rounds",2000,"Nashville","Tennessee","Bridgestone Arena","TN"
"405",166,"Nashville, Tennessee, Bridgestone Arena",-86.7784959,36.1591736,"Opening rounds",2003,"Nashville","Tennessee","Bridgestone Arena","TN"
"406",166,"Nashville, Tennessee, Bridgestone Arena",-86.7784959,36.1591736,"Opening rounds",2005,"Nashville","Tennessee","Bridgestone Arena","TN"
"407",166,"Nashville, Tennessee, Bridgestone Arena",-86.7784959,36.1591736,"Opening rounds",2012,"Nashville","Tennessee","Bridgestone Arena","TN"
"408",166,"Nashville, Tennessee, Bridgestone Arena",-86.7784959,36.1591736,"Opening rounds",2018,"Nashville","Tennessee","Bridgestone Arena","TN"
"409",168,"Austin, Texas, Frank Erwin Center",-97.7321651,30.2769698,"Opening rounds",1981,"Austin","Texas","Frank Erwin Center","TX"
"410",168,"Austin, Texas, Frank Erwin Center",-97.7321651,30.2769698,"Opening rounds",1990,"Austin","Texas","Frank Erwin Center","TX"
"411",168,"Austin, Texas, Frank Erwin Center",-97.7321651,30.2769698,"Opening rounds",1995,"Austin","Texas","Frank Erwin Center","TX"
"412",168,"Austin, Texas, Frank Erwin Center",-97.7321651,30.2769698,"Opening rounds",2013,"Austin","Texas","Frank Erwin Center","TX"
"413",169,"Dallas, Texas, Moody Coliseum",-96.780687,32.8403428,"Opening rounds",1962,"Dallas","Texas","Moody Coliseum","TX"
"414",169,"Dallas, Texas, Moody Coliseum",-96.780687,32.8403428,"Opening rounds",1964,"Dallas","Texas","Moody Coliseum","TX"
"415",169,"Dallas, Texas, Moody Coliseum",-96.780687,32.8403428,"Opening rounds",1979,"Dallas","Texas","Moody Coliseum","TX"
"416",170,"Dallas, Texas, Reunion Arena",-96.8084737,32.7739061,"Opening rounds",1982,"Dallas","Texas","Reunion Arena","TX"
"417",170,"Dallas, Texas, Reunion Arena",-96.8084737,32.7739061,"Opening rounds",1989,"Dallas","Texas","Reunion Arena","TX"
"418",170,"Dallas, Texas, Reunion Arena",-96.8084737,32.7739061,"Opening rounds",1996,"Dallas","Texas","Reunion Arena","TX"
"419",171,"Dallas, Texas, American Airlines Center",-96.8103549,32.7905064,"Opening rounds",2002,"Dallas","Texas","American Airlines Center","TX"
"420",171,"Dallas, Texas, American Airlines Center",-96.8103549,32.7905064,"Opening rounds",2006,"Dallas","Texas","American Airlines Center","TX"
"421",171,"Dallas, Texas, American Airlines Center",-96.8103549,32.7905064,"Opening rounds",2018,"Dallas","Texas","American Airlines Center","TX"
"422",171,"Dallas, Texas, American Airlines Center",-96.8103549,32.7905064,"Opening rounds",2021,"Dallas","Texas","American Airlines Center","TX"
"423",172,"Denton, Texas, UNT Coliseum",-97.1541059,33.20863,"Opening rounds",1974,"Denton","Texas","UNT Coliseum","TX"
"424",172,"Denton, Texas, UNT Coliseum",-97.1541059,33.20863,"Opening rounds",1976,"Denton","Texas","UNT Coliseum","TX"
"425",172,"Denton, Texas, UNT Coliseum",-97.1541059,33.20863,"Opening rounds",1980,"Denton","Texas","UNT Coliseum","TX"
"426",173,"El Paso, Texas, Don Haskins Center",-106.505605,31.777715,"Opening rounds",1981,"El Paso","Texas","Don Haskins Center","TX"
"427",174,"Fort Worth, Texas, Daniel–Meyer Coliseum",-97.3667142,32.7088144,"Opening rounds",1969,"Fort Worth","Texas","Daniel–Meyer Coliseum","TX"
"428",174,"Fort Worth, Texas, Daniel–Meyer Coliseum",-97.3667142,32.7088144,"Opening rounds",1970,"Fort Worth","Texas","Daniel–Meyer Coliseum","TX"
"429",175,"Fort Worth, Texas, Dickies Arena",-97.3687493,32.7414001,"Opening rounds",2022,"Fort Worth","Texas","Dickies Arena","TX"
"430",176,"Houston, Texas, Delmar Fieldhouse",-95.4572131,29.8028661,"Opening rounds",1961,"Houston","Texas","Delmar Fieldhouse","TX"
"431",177,"Houston, Texas, Hofheinz Pavilion",-95.3469221,29.7246943,"Opening rounds",1971,"Houston","Texas","Hofheinz Pavilion","TX"
"432",177,"Houston, Texas, Hofheinz Pavilion",-95.3469221,29.7246943,"Opening rounds",1985,"Houston","Texas","Hofheinz Pavilion","TX"
"433",180,"Houston, Texas, The Summit",-95.529995,29.868771,"Opening rounds",1983,"Houston","Texas","The Summit","TX"
"434",182,"Lubbock, Texas, Lubbock Municipal Coliseum",-101.8765151,33.5900689,"Opening rounds",1963,"Lubbock","Texas","Lubbock Municipal Coliseum","TX"
"435",182,"Lubbock, Texas, Lubbock Municipal Coliseum",-101.8765151,33.5900689,"Opening rounds",1965,"Lubbock","Texas","Lubbock Municipal Coliseum","TX"
"436",182,"Lubbock, Texas, Lubbock Municipal Coliseum",-101.8765151,33.5900689,"Opening rounds",1975,"Lubbock","Texas","Lubbock Municipal Coliseum","TX"
"437",184,"San Antonio, Texas, AT&T Center",-98.5247016,29.3042745,"Opening rounds",2014,"San Antonio","Texas","AT&T Center","TX"
"438",185,"Logan, Utah, Smith Spectrum",-111.8119572,41.7476092,"Opening rounds",1971,"Logan","Utah","Smith Spectrum","UT"
"439",185,"Logan, Utah, Smith Spectrum",-111.8119572,41.7476092,"Opening rounds",1973,"Logan","Utah","Smith Spectrum","UT"
"440",185,"Logan, Utah, Smith Spectrum",-111.8119572,41.7476092,"Opening rounds",1982,"Logan","Utah","Smith Spectrum","UT"
"441",186,"Ogden, Utah, Dee Events Center",-111.9450635,41.1823818,"Opening rounds",1980,"Ogden","Utah","Dee Events Center","UT"
"442",186,"Ogden, Utah, Dee Events Center",-111.9450635,41.1823818,"Opening rounds",1986,"Ogden","Utah","Dee Events Center","UT"
"443",186,"Ogden, Utah, Dee Events Center",-111.9450635,41.1823818,"Opening rounds",1994,"Ogden","Utah","Dee Events Center","UT"
"444",187,"Provo, Utah, Smith Fieldhouse",-111.6543834,40.2474176,"Opening rounds",1960,"Provo","Utah","Smith Fieldhouse","UT"
"445",187,"Provo, Utah, Smith Fieldhouse",-111.6543834,40.2474176,"Opening rounds",1970,"Provo","Utah","Smith Fieldhouse","UT"
"446",189,"Salt Lake City, Utah, Nielsen Fieldhouse",-111.8488454,40.7612484,"Opening rounds",1968,"Salt Lake City","Utah","Nielsen Fieldhouse","UT"
"447",190,"Salt Lake City, Utah, Jon M. Huntsman Center",-111.8388029,40.7620609,"Opening rounds",1984,"Salt Lake City","Utah","Jon M. Huntsman Center","UT"
"448",190,"Salt Lake City, Utah, Jon M. Huntsman Center",-111.8388029,40.7620609,"Opening rounds",1985,"Salt Lake City","Utah","Jon M. Huntsman Center","UT"
"449",190,"Salt Lake City, Utah, Jon M. Huntsman Center",-111.8388029,40.7620609,"Opening rounds",1987,"Salt Lake City","Utah","Jon M. Huntsman Center","UT"
"450",190,"Salt Lake City, Utah, Jon M. Huntsman Center",-111.8388029,40.7620609,"Opening rounds",1988,"Salt Lake City","Utah","Jon M. Huntsman Center","UT"
"451",190,"Salt Lake City, Utah, Jon M. Huntsman Center",-111.8388029,40.7620609,"Opening rounds",1990,"Salt Lake City","Utah","Jon M. Huntsman Center","UT"
"452",190,"Salt Lake City, Utah, Jon M. Huntsman Center",-111.8388029,40.7620609,"Opening rounds",1991,"Salt Lake City","Utah","Jon M. Huntsman Center","UT"
"453",190,"Salt Lake City, Utah, Jon M. Huntsman Center",-111.8388029,40.7620609,"Opening rounds",1993,"Salt Lake City","Utah","Jon M. Huntsman Center","UT"
"454",190,"Salt Lake City, Utah, Jon M. Huntsman Center",-111.8388029,40.7620609,"Opening rounds",1995,"Salt Lake City","Utah","Jon M. Huntsman Center","UT"
"455",190,"Salt Lake City, Utah, Jon M. Huntsman Center",-111.8388029,40.7620609,"Opening rounds",1997,"Salt Lake City","Utah","Jon M. Huntsman Center","UT"
"456",190,"Salt Lake City, Utah, Jon M. Huntsman Center",-111.8388029,40.7620609,"Opening rounds",2000,"Salt Lake City","Utah","Jon M. Huntsman Center","UT"
"457",190,"Salt Lake City, Utah, Jon M. Huntsman Center",-111.8388029,40.7620609,"Opening rounds",2003,"Salt Lake City","Utah","Jon M. Huntsman Center","UT"
"458",190,"Salt Lake City, Utah, Jon M. Huntsman Center",-111.8388029,40.7620609,"Opening rounds",2006,"Salt Lake City","Utah","Jon M. Huntsman Center","UT"
"459",191,"Salt Lake City, Utah, Vivint Smart Home Arena",-111.9010874,40.7682681,"Opening rounds",2013,"Salt Lake City","Utah","Vivint Smart Home Arena","UT"
"460",191,"Salt Lake City, Utah, Vivint Smart Home Arena",-111.9010874,40.7682681,"Opening rounds",2017,"Salt Lake City","Utah","Vivint Smart Home Arena","UT"
"461",191,"Salt Lake City, Utah, Vivint Smart Home Arena",-111.9010874,40.7682681,"Opening rounds",2019,"Salt Lake City","Utah","Vivint Smart Home Arena","UT"
"462",192,"Blacksburg, Virginia, Cassell Coliseum",-80.4190748,37.2226899,"Opening rounds",1966,"Blacksburg","Virginia","Cassell Coliseum","VA"
"463",192,"Blacksburg, Virginia, Cassell Coliseum",-80.4190748,37.2226899,"Opening rounds",1967,"Blacksburg","Virginia","Cassell Coliseum","VA"
"464",193,"Richmond, Virginia, Richmond Coliseum",-77.4343588,37.544645,"Opening rounds",1990,"Richmond","Virginia","Richmond Coliseum","VA"
"465",193,"Richmond, Virginia, Richmond Coliseum",-77.4343588,37.544645,"Opening rounds",1996,"Richmond","Virginia","Richmond Coliseum","VA"
"466",194,"Williamsburg, Virginia, William & Mary Hall",-76.6430604,37.264883,"Opening rounds",1972,"Williamsburg","Virginia","William & Mary Hall","VA"
"467",194,"Williamsburg, Virginia, William & Mary Hall",-76.6430604,37.264883,"Opening rounds",1973,"Williamsburg","Virginia","William & Mary Hall","VA"
"468",195,"Pullman, Washington, Beasley Coliseum",-117.158085,46.735235,"Opening rounds",1975,"Pullman","Washington","Beasley Coliseum","WA"
"469",195,"Pullman, Washington, Beasley Coliseum",-117.158085,46.735235,"Opening rounds",1982,"Pullman","Washington","Beasley Coliseum","WA"
"470",195,"Pullman, Washington, Beasley Coliseum",-117.158085,46.735235,"Opening rounds",1984,"Pullman","Washington","Beasley Coliseum","WA"
"471",196,"Seattle, Washington, Hec Edmundson Pavilion",-122.3021385,47.6520749,"Opening rounds",1953,"Seattle","Washington","Hec Edmundson Pavilion","WA"
"472",196,"Seattle, Washington, Hec Edmundson Pavilion",-122.3021385,47.6520749,"Opening rounds",1956,"Seattle","Washington","Hec Edmundson Pavilion","WA"
"473",198,"Seattle, Washington, KeyArena",-122.353988,47.6221,"Opening rounds",1999,"Seattle","Washington","KeyArena","WA"
"474",198,"Seattle, Washington, KeyArena",-122.353988,47.6221,"Opening rounds",2004,"Seattle","Washington","KeyArena","WA"
"475",198,"Seattle, Washington, KeyArena",-122.353988,47.6221,"Opening rounds",2015,"Seattle","Washington","KeyArena","WA"
"476",198,"Seattle, Washington, KeyArena",-122.353988,47.6221,"Opening rounds",2019,"Seattle","Washington","KeyArena","WA"
"477",199,"Spokane, Washington, Veterans Memorial Arena",-117.422068,47.666492,"Opening rounds",2003,"Spokane","Washington","Veterans Memorial Arena","WA"
"478",199,"Spokane, Washington, Veterans Memorial Arena",-117.422068,47.666492,"Opening rounds",2007,"Spokane","Washington","Veterans Memorial Arena","WA"
"479",199,"Spokane, Washington, Veterans Memorial Arena",-117.422068,47.666492,"Opening rounds",2010,"Spokane","Washington","Veterans Memorial Arena","WA"
"480",199,"Spokane, Washington, Veterans Memorial Arena",-117.422068,47.666492,"Opening rounds",2014,"Spokane","Washington","Veterans Memorial Arena","WA"
"481",199,"Spokane, Washington, Veterans Memorial Arena",-117.422068,47.666492,"Opening rounds",2016,"Spokane","Washington","Veterans Memorial Arena","WA"
"482",199,"Spokane, Washington, Veterans Memorial Arena",-117.422068,47.666492,"Opening rounds",2020,"Spokane","Washington","Veterans Memorial Arena","WA"
"483",200,"Morgantown, West Virginia, WVU Coliseum",-79.9815603,39.6493379,"Opening rounds",1971,"Morgantown","West Virginia","WVU Coliseum","WV"
"484",200,"Morgantown, West Virginia, WVU Coliseum",-79.9815603,39.6493379,"Opening rounds",1974,"Morgantown","West Virginia","WVU Coliseum","WV"
"485",203,"Milwaukee, Wisconsin, U.S. Cellular Arena",-87.9168724,43.0417381,"Opening rounds",1984,"Milwaukee","Wisconsin","U.S. Cellular Arena","WI"
"486",204,"Milwaukee, Wisconsin, BMO Harris Bradley Center",-87.917138,43.0436598,"Opening rounds",1992,"Milwaukee","Wisconsin","BMO Harris Bradley Center","WI"
"487",204,"Milwaukee, Wisconsin, BMO Harris Bradley Center",-87.917138,43.0436598,"Opening rounds",1996,"Milwaukee","Wisconsin","BMO Harris Bradley Center","WI"
"488",204,"Milwaukee, Wisconsin, BMO Harris Bradley Center",-87.917138,43.0436598,"Opening rounds",1999,"Milwaukee","Wisconsin","BMO Harris Bradley Center","WI"
"489",204,"Milwaukee, Wisconsin, BMO Harris Bradley Center",-87.917138,43.0436598,"Opening rounds",2004,"Milwaukee","Wisconsin","BMO Harris Bradley Center","WI"
"490",204,"Milwaukee, Wisconsin, BMO Harris Bradley Center",-87.917138,43.0436598,"Opening rounds",2010,"Milwaukee","Wisconsin","BMO Harris Bradley Center","WI"
"491",204,"Milwaukee, Wisconsin, BMO Harris Bradley Center",-87.917138,43.0436598,"Opening rounds",2014,"Milwaukee","Wisconsin","BMO Harris Bradley Center","WI"
"492",204,"Milwaukee, Wisconsin, BMO Harris Bradley Center",-87.917138,43.0436598,"Opening rounds",2017,"Milwaukee","Wisconsin","BMO Harris Bradley Center","WI"
"493",205,"Milwaukee, Wisconsin, Wisconsin Entertainment and Sports Center",-87.9174016,43.044901,"Opening rounds",2022,"Milwaukee","Wisconsin","Wisconsin Entertainment and Sports Center","WI"
"494",1,"Birmingham, Alabama, Legacy Arena",-86.8127501,33.5239475,"Regionals",1982,"Birmingham","Alabama","Legacy Arena","AL"
"495",1,"Birmingham, Alabama, Legacy Arena",-86.8127501,33.5239475,"Regionals",1985,"Birmingham","Alabama","Legacy Arena","AL"
"496",1,"Birmingham, Alabama, Legacy Arena",-86.8127501,33.5239475,"Regionals",1988,"Birmingham","Alabama","Legacy Arena","AL"
"497",1,"Birmingham, Alabama, Legacy Arena",-86.8127501,33.5239475,"Regionals",1995,"Birmingham","Alabama","Legacy Arena","AL"
"498",1,"Birmingham, Alabama, Legacy Arena",-86.8127501,33.5239475,"Regionals",1997,"Birmingham","Alabama","Legacy Arena","AL"
"499",3,"Glendale, Arizona, University of Phoenix Stadium",-112.2625593,33.5276247,"Regionals",2009,"Glendale","Arizona","University of Phoenix Stadium","AZ"
"500",4,"Phoenix, Arizona, America West Arena / US Airways Center",-112.0712006,33.4457369,"Regionals",1999,"Phoenix","Arizona","America West Arena / US Airways Center","AZ"
"501",4,"Phoenix, Arizona, America West Arena / US Airways Center",-112.0712006,33.4457369,"Regionals",2004,"Phoenix","Arizona","America West Arena / US Airways Center","AZ"
"502",4,"Phoenix, Arizona, America West Arena / US Airways Center",-112.0712006,33.4457369,"Regionals",2008,"Phoenix","Arizona","America West Arena / US Airways Center","AZ"
"503",4,"Phoenix, Arizona, America West Arena / US Airways Center",-112.0712006,33.4457369,"Regionals",2012,"Phoenix","Arizona","America West Arena / US Airways Center","AZ"
"504",6,"Tucson, Arizona, McKale Center",-110.9460745,32.2303021,"Regionals",1974,"Tucson","Arizona","McKale Center","AZ"
"505",6,"Tucson, Arizona, McKale Center",-110.9460745,32.2303021,"Regionals",1980,"Tucson","Arizona","McKale Center","AZ"
"506",8,"Anaheim, California, Arrowhead Pond of Anaheim / Honda Center",-117.8764687,33.8078476,"Regionals",1998,"Anaheim","California","Arrowhead Pond of Anaheim / Honda Center","CA"
"507",8,"Anaheim, California, Arrowhead Pond of Anaheim / Honda Center",-117.8764687,33.8078476,"Regionals",2001,"Anaheim","California","Arrowhead Pond of Anaheim / Honda Center","CA"
"508",8,"Anaheim, California, Arrowhead Pond of Anaheim / Honda Center",-117.8764687,33.8078476,"Regionals",2003,"Anaheim","California","Arrowhead Pond of Anaheim / Honda Center","CA"
"509",8,"Anaheim, California, Arrowhead Pond of Anaheim / Honda Center",-117.8764687,33.8078476,"Regionals",2011,"Anaheim","California","Arrowhead Pond of Anaheim / Honda Center","CA"
"510",8,"Anaheim, California, Arrowhead Pond of Anaheim / Honda Center",-117.8764687,33.8078476,"Regionals",2014,"Anaheim","California","Arrowhead Pond of Anaheim / Honda Center","CA"
"511",8,"Anaheim, California, Arrowhead Pond of Anaheim / Honda Center",-117.8764687,33.8078476,"Regionals",2016,"Anaheim","California","Arrowhead Pond of Anaheim / Honda Center","CA"
"512",8,"Anaheim, California, Arrowhead Pond of Anaheim / Honda Center",-117.8764687,33.8078476,"Regionals",2019,"Anaheim","California","Arrowhead Pond of Anaheim / Honda Center","CA"
"513",11,"Los Angeles, California, Los Angeles Memorial Sports Arena",-118.2878754,34.0140526,"Regionals",1994,"Los Angeles","California","Los Angeles Memorial Sports Arena","CA"
"514",12,"Los Angeles, California, Pauley Pavilion",-118.4468023,34.0704818,"Regionals",1966,"Los Angeles","California","Pauley Pavilion","CA"
"515",12,"Los Angeles, California, Pauley Pavilion",-118.4468023,34.0704818,"Regionals",1969,"Los Angeles","California","Pauley Pavilion","CA"
"516",12,"Los Angeles, California, Pauley Pavilion",-118.4468023,34.0704818,"Regionals",1973,"Los Angeles","California","Pauley Pavilion","CA"
"517",12,"Los Angeles, California, Pauley Pavilion",-118.4468023,34.0704818,"Regionals",1976,"Los Angeles","California","Pauley Pavilion","CA"
"518",12,"Los Angeles, California, Pauley Pavilion",-118.4468023,34.0704818,"Regionals",1984,"Los Angeles","California","Pauley Pavilion","CA"
"519",13,"Los Angeles, California, Staples Center",-118.2672541,34.0430175,"Regionals",2013,"Los Angeles","California","Staples Center","CA"
"520",13,"Los Angeles, California, Staples Center",-118.2672541,34.0430175,"Regionals",2015,"Los Angeles","California","Staples Center","CA"
"521",13,"Los Angeles, California, Staples Center",-118.2672541,34.0430175,"Regionals",2018,"Los Angeles","California","Staples Center","CA"
"522",13,"Los Angeles, California, Staples Center",-118.2672541,34.0430175,"Regionals",2020,"Los Angeles","California","Staples Center","CA"
"523",14,"Oakland, California, Oakland–Alameda County Coliseum Arena / Oracle Arena",-122.2029607,37.7503024,"Regionals",1990,"Oakland","California","Oakland–Alameda County Coliseum Arena / Oracle Arena","CA"
"524",14,"Oakland, California, Oakland–Alameda County Coliseum Arena / Oracle Arena",-122.2029607,37.7503024,"Regionals",1995,"Oakland","California","Oakland–Alameda County Coliseum Arena / Oracle Arena","CA"
"525",14,"Oakland, California, Oakland–Alameda County Coliseum Arena / Oracle Arena",-122.2029607,37.7503024,"Regionals",2006,"Oakland","California","Oakland–Alameda County Coliseum Arena / Oracle Arena","CA"
"526",20,"San Francisco, California, California Coliseum",-122.197005,37.7537939,"Regionals",1939,"San Francisco","California","California Coliseum","CA"
"527",21,"San Francisco (Daly City), California, Cow Palace",-122.4187365,37.7068282,"Regionals",1959,"San Francisco (Daly City)","California","Cow Palace","CA"
"528",22,"San Francisco, California, Chase Center",-122.3871226,37.7703706,"Regionals",2022,"San Francisco","California","Chase Center","CA"
"529",23,"San Jose, California, San Jose Arena / Compaq Center at San Jose / HP Pavilion at San Jose / SAP Center",-121.9012447,37.3327507,"Regionals",1997,"San Jose","California","San Jose Arena / Compaq Center at San Jose / HP Pavilion at San Jose / SAP Center","CA"
"530",23,"San Jose, California, San Jose Arena / Compaq Center at San Jose / HP Pavilion at San Jose / SAP Center",-121.9012447,37.3327507,"Regionals",2002,"San Jose","California","San Jose Arena / Compaq Center at San Jose / HP Pavilion at San Jose / SAP Center","CA"
"531",23,"San Jose, California, San Jose Arena / Compaq Center at San Jose / HP Pavilion at San Jose / SAP Center",-121.9012447,37.3327507,"Regionals",2007,"San Jose","California","San Jose Arena / Compaq Center at San Jose / HP Pavilion at San Jose / SAP Center","CA"
"532",23,"San Jose, California, San Jose Arena / Compaq Center at San Jose / HP Pavilion at San Jose / SAP Center",-121.9012447,37.3327507,"Regionals",2017,"San Jose","California","San Jose Arena / Compaq Center at San Jose / HP Pavilion at San Jose / SAP Center","CA"
"533",24,"Denver, Colorado, McNichols Sports Arena",-105.0201094,39.7438895,"Regionals",1985,"Denver","Colorado","McNichols Sports Arena","CO"
"534",24,"Denver, Colorado, McNichols Sports Arena",-105.0201094,39.7438895,"Regionals",1989,"Denver","Colorado","McNichols Sports Arena","CO"
"535",24,"Denver, Colorado, McNichols Sports Arena",-105.0201094,39.7438895,"Regionals",1996,"Denver","Colorado","McNichols Sports Arena","CO"
"536",25,"Denver, Colorado, Pepsi Center",-105.00771,39.74866,"Regionals",2021,"Denver","Colorado","Pepsi Center","CO"
